station_id,day_name,hour,avg_docks
108,2,3,25.0
108,2,4,24.0
108,2,5,24.56
108,2,6,25.78
108,2,7,24.0
108,2,8,26.0
108,2,9,32.42
108,2,10,30.42
108,2,11,27.41
108,2,12,27.0
108,2,13,28.14
108,2,14,26.6
108,2,15,20.27
108,2,16,19.0
108,2,17,23.22
108,2,18,24.31
108,2,19,24.08
108,2,20,21.0
108,2,21,18.86
108,2,22,19.0
108,2,23,16.2
108,3,0,19.2
108,3,1,21.0
108,3,2,22.5
108,3,3,26.33
108,3,4,34.0
108,3,5,29.89
108,3,6,24.95
108,3,7,23.86
108,3,8,25.45
108,3,9,31.17
108,3,10,30.11
108,3,11,30.56
108,3,12,23.29
108,3,13,20.07
108,3,14,20.08
108,3,15,21.0
108,3,16,21.0
108,3,17,25.71
108,3,18,23.42
108,3,19,19.0
108,3,20,19.09
108,3,21,23.0
108,3,22,21.08
108,3,23,21.92
108,4,0,22.19
108,4,1,21.5
108,4,2,21.33
108,4,3,21.71
108,4,4,32.0
108,4,5,27.56
108,4,6,29.43
108,4,7,28.74
108,4,8,25.5
108,4,9,26.25
108,4,10,26.21
108,4,11,24.88
108,4,12,25.33
108,4,13,26.61
108,4,14,24.16
108,4,15,20.0
108,4,16,22.83
108,4,17,26.92
108,4,18,27.82
108,4,19,27.5
108,4,20,26.17
108,4,21,23.5
108,4,22,28.11
108,4,23,29.08
108,5,0,26.5
108,5,1,25.43
108,5,2,27.46
108,5,3,28.0
108,5,4,28.75
108,5,5,27.29
108,5,6,28.79
108,5,7,29.33
108,5,8,29.0
108,5,9,29.38
108,5,10,29.79
108,5,11,27.0
108,5,12,27.54
108,5,13,27.86
108,5,14,27.65
108,5,15,28.64
108,5,16,28.6
108,5,17,29.56
108,5,18,30.5
108,5,19,34.0
108,5,20,34.0
108,5,22,35.0
108,5,23,34.14
108,6,0,33.36
108,6,1,32.0
108,6,2,32.83
108,6,3,32.56
108,6,4,33.0
108,6,5,32.7
108,6,6,34.36
108,6,7,34.54
108,6,8,33.68
108,6,9,32.04
108,6,10,31.11
108,6,11,30.62
108,6,12,30.52
108,6,13,29.12
108,6,14,25.0
108,6,15,26.57
108,6,16,27.77
108,6,17,28.22
108,6,18,28.8
108,6,19,27.63
108,6,20,33.0
108,6,21,32.4
108,6,22,33.33
108,6,23,33.75
109,0,0,15.85
109,0,1,16.08
109,0,2,15.5
109,0,3,17.38
109,0,4,21.12
109,0,5,12.94
109,0,6,15.65
109,0,7,15.52
109,0,8,15.4
109,0,9,19.47
109,0,10,20.1
109,0,11,19.25
109,0,12,20.04
109,0,13,21.12
109,0,14,20.62
109,0,15,19.48
109,0,16,20.62
109,0,17,18.83
109,0,18,20.85
109,0,19,22.17
109,0,20,22.73
109,0,21,24.67
109,0,22,20.75
109,0,23,17.29
109,1,0,17.44
109,1,1,18.0
109,1,2,18.0
109,1,3,12.67
109,1,4,11.13
109,1,5,11.75
109,1,6,12.5
109,1,7,16.54
109,1,8,17.5
