id,number,available_bikes,available_bike_stands,status,last_update
6857,1,26,5,OPEN,2025-03-23 15:44:56
6858,23,20,10,OPEN,2025-03-23 15:44:56
6859,106,0,40,OPEN,2025-03-23 15:44:56
6860,112,5,25,OPEN,2025-03-23 15:44:56
6861,68,1,39,OPEN,2025-03-23 15:44:56
6862,74,5,25,OPEN,2025-03-23 15:44:56
6863,87,27,11,OPEN,2025-03-23 15:44:56
6864,84,19,11,OPEN,2025-03-23 15:44:56
6865,90,2,38,OPEN,2025-03-23 15:44:56
6866,11,14,16,OPEN,2025-03-23 15:44:57
6867,17,13,7,OPEN,2025-03-23 15:44:57
6868,45,18,12,OPEN,2025-03-23 15:44:57
6869,114,5,35,OPEN,2025-03-23 15:44:57
6870,72,13,18,OPEN,2025-03-23 15:44:57
6871,63,26,9,OPEN,2025-03-23 15:44:57
6872,113,7,22,OPEN,2025-03-23 15:44:57
6873,91,28,2,OPEN,2025-03-23 15:44:57
6874,99,0,30,OPEN,2025-03-23 15:44:57
6875,9,19,5,OPEN,2025-03-23 15:44:57
6876,67,0,40,OPEN,2025-03-23 15:44:58
6877,116,0,30,OPEN,2025-03-23 15:44:58
6878,55,1,35,OPEN,2025-03-23 15:44:58
6879,62,2,38,OPEN,2025-03-23 15:44:58
6880,5,13,27,OPEN,2025-03-23 15:44:58
6881,97,28,12,OPEN,2025-03-23 15:44:58
6882,61,0,25,OPEN,2025-03-23 15:44:58
6883,77,28,1,OPEN,2025-03-23 15:44:58
6884,73,3,27,OPEN,2025-03-23 15:44:59
6885,4,16,4,OPEN,2025-03-23 15:44:59
6886,49,1,39,OPEN,2025-03-23 15:44:59
6887,19,11,19,OPEN,2025-03-23 15:44:59
6888,7,0,29,OPEN,2025-03-23 15:44:59
6889,60,0,30,OPEN,2025-03-23 15:44:59
6890,102,9,31,OPEN,2025-03-23 15:44:59
6891,38,28,11,OPEN,2025-03-23 15:44:59
6892,53,17,23,OPEN,2025-03-23 15:44:59
6893,58,16,24,OPEN,2025-03-23 15:44:59
6894,66,1,39,OPEN,2025-03-23 15:45:00
6895,104,0,40,OPEN,2025-03-23 15:45:00
6896,101,7,23,OPEN,2025-03-23 15:45:00
6897,115,11,19,OPEN,2025-03-23 15:45:00
6898,47,1,39,OPEN,2025-03-23 15:45:00
6899,117,8,32,OPEN,2025-03-23 15:45:00
6900,8,5,25,OPEN,2025-03-23 15:45:00
6901,27,18,2,OPEN,2025-03-23 15:45:00
6902,16,18,2,OPEN,2025-03-23 15:45:00
6903,96,10,20,OPEN,2025-03-23 15:45:01
6904,82,1,21,OPEN,2025-03-23 15:45:01
6905,76,3,35,OPEN,2025-03-23 15:45:01
6906,71,1,39,OPEN,2025-03-23 15:45:01
6907,79,0,27,OPEN,2025-03-23 15:45:01
6908,69,17,23,OPEN,2025-03-23 15:45:01
6909,25,9,21,OPEN,2025-03-23 15:45:01
6910,51,0,0,OPEN,2025-03-23 15:45:01
6911,37,20,10,OPEN,2025-03-23 15:45:01
6912,59,0,20,OPEN,2025-03-23 15:45:02
6913,95,16,24,OPEN,2025-03-23 15:45:02
6914,94,23,17,OPEN,2025-03-23 15:45:02
6915,105,1,35,OPEN,2025-03-23 15:45:02
6916,36,38,2,OPEN,2025-03-23 15:45:02
6917,93,35,5,OPEN,2025-03-23 15:45:02
6918,22,12,8,OPEN,2025-03-23 15:45:02
6919,50,0,40,OPEN,2025-03-23 15:45:02
6920,110,1,39,OPEN,2025-03-23 15:45:03
6921,12,0,20,OPEN,2025-03-23 15:45:03
6922,34,11,19,OPEN,2025-03-23 15:45:03
6923,78,1,39,OPEN,2025-03-23 15:45:03
6924,2,2,18,OPEN,2025-03-23 15:45:03
6925,75,39,1,OPEN,2025-03-23 15:45:03
6926,111,0,40,OPEN,2025-03-23 15:45:03
6927,26,19,1,OPEN,2025-03-23 15:45:03
6928,65,0,40,OPEN,2025-03-23 15:45:03
6929,15,0,16,OPEN,2025-03-23 15:45:04
6930,86,33,4,OPEN,2025-03-23 15:45:04
6931,35,21,9,OPEN,2025-03-23 15:45:04
6932,10,16,0,OPEN,2025-03-23 15:45:04
6933,100,20,5,OPEN,2025-03-23 15:45:04
6934,24,20,0,OPEN,2025-03-23 15:45:04
6935,64,12,28,OPEN,2025-03-23 15:45:04
6936,109,14,15,OPEN,2025-03-23 15:45:04
6937,85,26,9,OPEN,2025-03-23 15:45:04
6938,107,0,40,OPEN,2025-03-23 15:45:05
6939,33,11,12,OPEN,2025-03-23 15:45:05
6940,44,0,30,OPEN,2025-03-23 15:45:05
6941,89,2,38,OPEN,2025-03-23 15:45:05
6942,57,4,19,OPEN,2025-03-23 15:45:05
6943,80,26,14,OPEN,2025-03-23 15:45:05
6944,41,7,13,OPEN,2025-03-23 15:45:05
6945,3,19,1,OPEN,2025-03-23 15:45:05
6946,40,18,3,OPEN,2025-03-23 15:45:05
6947,29,26,3,OPEN,2025-03-23 15:45:06
6948,103,0,40,OPEN,2025-03-23 15:45:06
6949,28,15,15,OPEN,2025-03-23 15:45:06
6950,39,19,1,OPEN,2025-03-23 15:45:06
6951,83,30,10,OPEN,2025-03-23 15:45:06
6952,92,40,0,OPEN,2025-03-23 15:45:06
6953,21,17,13,OPEN,2025-03-23 15:45:06
6954,88,6,24,OPEN,2025-03-23 15:45:06
6955,42,24,6,OPEN,2025-03-23 15:50:07
6956,30,0,20,OPEN,2025-03-23 15:50:07
6957,54,0,33,OPEN,2025-03-23 15:50:07
6958,108,0,35,OPEN,2025-03-23 15:50:07
6959,20,2,28,OPEN,2025-03-23 15:50:07
6960,56,1,39,OPEN,2025-03-23 15:50:07
6961,6,15,5,OPEN,2025-03-23 15:50:07
6962,18,11,19,OPEN,2025-03-23 15:50:07
6963,32,17,13,OPEN,2025-03-23 15:50:07
6964,52,21,11,OPEN,2025-03-23 15:50:08
6965,48,0,40,OPEN,2025-03-23 15:50:08
6966,13,10,20,OPEN,2025-03-23 15:50:08
6967,43,8,22,OPEN,2025-03-23 15:50:08
6968,31,16,4,OPEN,2025-03-23 15:50:08
6969,98,40,0,OPEN,2025-03-23 15:50:08
6970,14,29,1,OPEN,2025-03-23 15:50:08
6971,1,26,5,OPEN,2025-03-23 15:50:08
6972,23,20,10,OPEN,2025-03-23 15:50:08
6973,106,0,40,OPEN,2025-03-23 15:50:09
6974,112,5,25,OPEN,2025-03-23 15:50:09
6975,68,1,39,OPEN,2025-03-23 15:50:09
6976,74,5,25,OPEN,2025-03-23 15:50:09
6977,87,27,11,OPEN,2025-03-23 15:50:09
6978,84,19,11,OPEN,2025-03-23 15:50:09
6979,90,2,38,OPEN,2025-03-23 15:50:09
6980,11,14,16,OPEN,2025-03-23 15:50:09
6981,17,12,8,OPEN,2025-03-23 15:50:09
6982,45,18,12,OPEN,2025-03-23 15:50:10
6983,114,4,36,OPEN,2025-03-23 15:50:10
6984,72,13,18,OPEN,2025-03-23 15:50:10
6985,63,26,9,OPEN,2025-03-23 15:50:10
6986,113,7,22,OPEN,2025-03-23 15:50:10
6987,91,27,3,OPEN,2025-03-23 15:50:10
6988,99,0,30,OPEN,2025-03-23 15:50:10
6989,9,19,5,OPEN,2025-03-23 15:50:10
6990,67,0,40,OPEN,2025-03-23 15:50:10
6991,116,0,30,OPEN,2025-03-23 15:50:11
6992,55,1,35,OPEN,2025-03-23 15:50:11
6993,62,2,38,OPEN,2025-03-23 15:50:11
6994,5,13,27,OPEN,2025-03-23 15:50:11
6995,97,27,13,OPEN,2025-03-23 15:50:11
6996,61,0,25,OPEN,2025-03-23 15:50:11
6997,77,28,1,OPEN,2025-03-23 15:50:11
6998,73,3,27,OPEN,2025-03-23 15:50:11
6999,4,17,3,OPEN,2025-03-23 15:50:11
7000,49,1,39,OPEN,2025-03-23 15:50:12
7001,19,11,19,OPEN,2025-03-23 15:50:12
7002,7,1,28,OPEN,2025-03-23 15:50:12
7003,60,0,30,OPEN,2025-03-23 15:50:12
7004,102,9,31,OPEN,2025-03-23 15:50:12
7005,38,28,11,OPEN,2025-03-23 15:50:12
7006,53,17,23,OPEN,2025-03-23 15:50:12
7007,58,15,25,OPEN,2025-03-23 15:50:12
7008,66,0,40,OPEN,2025-03-23 15:50:12
7009,104,0,40,OPEN,2025-03-23 15:50:13
7010,101,7,23,OPEN,2025-03-23 15:50:13
7011,115,10,20,OPEN,2025-03-23 15:50:13
7012,47,1,39,OPEN,2025-03-23 15:50:13
7013,117,8,32,OPEN,2025-03-23 15:50:13
7014,8,5,25,OPEN,2025-03-23 15:50:13
7015,27,17,3,OPEN,2025-03-23 15:50:13
7016,16,19,1,OPEN,2025-03-23 15:50:13
7017,96,10,20,OPEN,2025-03-23 15:50:13
7018,82,1,21,OPEN,2025-03-23 15:50:14
7019,76,3,35,OPEN,2025-03-23 15:50:14
7020,71,1,39,OPEN,2025-03-23 15:50:14
7021,79,0,27,OPEN,2025-03-23 15:50:14
7022,69,17,23,OPEN,2025-03-23 15:50:14
7023,25,8,22,OPEN,2025-03-23 15:50:14
7024,51,0,0,OPEN,2025-03-23 15:50:14
7025,37,20,10,OPEN,2025-03-23 15:50:14
7026,59,0,20,OPEN,2025-03-23 15:50:14
7027,95,16,24,OPEN,2025-03-23 15:50:15
7028,94,23,17,OPEN,2025-03-23 15:50:15
7029,105,1,35,OPEN,2025-03-23 15:50:15
7030,36,37,3,OPEN,2025-03-23 15:50:15
7031,93,35,5,OPEN,2025-03-23 15:50:15
7032,22,13,7,OPEN,2025-03-23 15:50:15
7033,50,1,39,OPEN,2025-03-23 15:50:15
7034,110,0,40,OPEN,2025-03-23 15:50:15
7035,12,1,19,OPEN,2025-03-23 15:50:15
7036,34,10,20,OPEN,2025-03-23 15:50:16
7037,78,1,39,OPEN,2025-03-23 15:50:16
7038,2,2,18,OPEN,2025-03-23 15:50:16
7039,75,39,1,OPEN,2025-03-23 15:50:16
7040,111,0,40,OPEN,2025-03-23 15:50:16
7041,26,19,1,OPEN,2025-03-23 15:50:16
7042,65,0,40,OPEN,2025-03-23 15:50:16
7043,15,0,16,OPEN,2025-03-23 15:50:16
7044,86,33,4,OPEN,2025-03-23 15:50:16
7045,35,21,9,OPEN,2025-03-23 15:50:17
7046,10,16,0,OPEN,2025-03-23 15:50:17
7047,100,21,4,OPEN,2025-03-23 15:50:17
7048,24,20,0,OPEN,2025-03-23 15:50:17
7049,64,12,28,OPEN,2025-03-23 15:50:17
7050,109,14,15,OPEN,2025-03-23 15:50:17
7051,85,26,9,OPEN,2025-03-23 15:50:17
7052,107,0,40,OPEN,2025-03-23 15:50:17
7053,33,11,12,OPEN,2025-03-23 15:50:17
7054,44,0,30,OPEN,2025-03-23 15:50:18
7055,89,2,38,OPEN,2025-03-23 15:50:18
7056,57,4,19,OPEN,2025-03-23 15:50:18
7057,80,26,14,OPEN,2025-03-23 15:50:18
7058,41,7,13,OPEN,2025-03-23 15:50:18
7059,3,19,1,OPEN,2025-03-23 15:50:18
7060,40,18,3,OPEN,2025-03-23 15:50:18
7061,29,26,3,OPEN,2025-03-23 15:50:18
7062,103,0,40,OPEN,2025-03-23 15:50:18
7063,28,14,16,OPEN,2025-03-23 15:50:19
7064,39,19,1,OPEN,2025-03-23 15:50:19
7065,83,30,10,OPEN,2025-03-23 15:50:19
7066,92,40,0,OPEN,2025-03-23 15:50:19
7067,21,17,13,OPEN,2025-03-23 15:50:19
7068,88,6,24,OPEN,2025-03-23 15:50:19
7069,42,24,6,OPEN,2025-03-23 15:55:19
7070,30,0,20,OPEN,2025-03-23 15:55:20
7071,54,0,33,OPEN,2025-03-23 15:55:20
7072,108,1,34,OPEN,2025-03-23 15:55:20
7073,20,2,28,OPEN,2025-03-23 15:55:20
7074,56,1,39,OPEN,2025-03-23 15:55:20
7075,6,15,5,OPEN,2025-03-23 15:55:20
7076,18,11,19,OPEN,2025-03-23 15:55:20
7077,32,17,13,OPEN,2025-03-23 15:55:20
7078,52,21,11,OPEN,2025-03-23 15:55:20
7079,48,0,40,OPEN,2025-03-23 15:55:21
7080,13,10,20,OPEN,2025-03-23 15:55:21
7081,43,8,22,OPEN,2025-03-23 15:55:21
7082,31,16,4,OPEN,2025-03-23 15:55:21
7083,98,40,0,OPEN,2025-03-23 15:55:21
7084,14,28,2,OPEN,2025-03-23 15:55:21
7085,1,27,4,OPEN,2025-03-23 15:55:21
7086,23,20,10,OPEN,2025-03-23 15:55:21
7087,106,0,40,OPEN,2025-03-23 15:55:21
7088,112,4,26,OPEN,2025-03-23 15:55:22
7089,68,1,39,OPEN,2025-03-23 15:55:22
7090,74,5,25,OPEN,2025-03-23 15:55:22
7091,87,28,10,OPEN,2025-03-23 15:55:22
7092,84,19,11,OPEN,2025-03-23 15:55:22
7093,90,2,38,OPEN,2025-03-23 15:55:22
7094,11,14,16,OPEN,2025-03-23 15:55:22
7095,17,11,9,OPEN,2025-03-23 15:55:22
7096,45,18,12,OPEN,2025-03-23 15:55:22
7097,114,3,37,OPEN,2025-03-23 15:55:23
7098,72,14,17,OPEN,2025-03-23 15:55:23
7099,63,26,9,OPEN,2025-03-23 15:55:23
7100,113,7,22,OPEN,2025-03-23 15:55:23
7101,91,27,3,OPEN,2025-03-23 15:55:23
7102,99,0,30,OPEN,2025-03-23 15:55:23
7103,9,20,4,OPEN,2025-03-23 15:55:23
7104,67,0,40,OPEN,2025-03-23 15:55:23
7105,116,0,30,OPEN,2025-03-23 15:55:23
7106,55,1,35,OPEN,2025-03-23 15:55:24
7107,62,2,38,OPEN,2025-03-23 15:55:24
7108,5,13,27,OPEN,2025-03-23 15:55:24
7109,97,27,13,OPEN,2025-03-23 15:55:24
7110,61,0,25,OPEN,2025-03-23 15:55:24
7111,77,28,1,OPEN,2025-03-23 15:55:24
7112,73,2,28,OPEN,2025-03-23 15:55:24
7113,4,17,3,OPEN,2025-03-23 15:55:24
7114,49,1,39,OPEN,2025-03-23 15:55:24
7115,19,10,20,OPEN,2025-03-23 15:55:25
7116,7,1,28,OPEN,2025-03-23 15:55:25
7117,60,1,29,OPEN,2025-03-23 15:55:25
7118,102,9,31,OPEN,2025-03-23 15:55:25
7119,38,28,11,OPEN,2025-03-23 15:55:25
7120,53,17,23,OPEN,2025-03-23 15:55:25
7121,58,16,24,OPEN,2025-03-23 15:55:25
7122,66,2,38,OPEN,2025-03-23 15:55:25
7123,104,0,40,OPEN,2025-03-23 15:55:25
7124,101,7,23,OPEN,2025-03-23 15:55:26
7125,115,12,18,OPEN,2025-03-23 15:55:26
7126,47,1,39,OPEN,2025-03-23 15:55:26
7127,117,8,32,OPEN,2025-03-23 15:55:26
7128,8,5,25,OPEN,2025-03-23 15:55:26
7129,27,17,3,OPEN,2025-03-23 15:55:26
7130,16,19,1,OPEN,2025-03-23 15:55:26
7131,96,10,20,OPEN,2025-03-23 15:55:26
7132,82,1,21,OPEN,2025-03-23 15:55:26
7133,76,3,35,OPEN,2025-03-23 15:55:27
7134,71,1,39,OPEN,2025-03-23 15:55:27
7135,79,0,27,OPEN,2025-03-23 15:55:27
7136,69,16,24,OPEN,2025-03-23 15:55:27
7137,25,8,22,OPEN,2025-03-23 15:55:27
7138,51,0,0,OPEN,2025-03-23 15:55:27
7139,37,20,10,OPEN,2025-03-23 15:55:27
7140,59,0,20,OPEN,2025-03-23 15:55:27
7141,95,16,24,OPEN,2025-03-23 15:55:27
7142,94,23,17,OPEN,2025-03-23 15:55:28
7143,105,1,35,OPEN,2025-03-23 15:55:28
7144,36,37,3,OPEN,2025-03-23 15:55:28
7145,93,35,5,OPEN,2025-03-23 15:55:28
7146,22,13,7,OPEN,2025-03-23 15:55:28
7147,50,1,39,OPEN,2025-03-23 15:55:28
7148,110,0,40,OPEN,2025-03-23 15:55:28
7149,12,2,18,OPEN,2025-03-23 15:55:28
7150,34,11,19,OPEN,2025-03-23 15:55:28
7151,78,1,39,OPEN,2025-03-23 15:55:29
7152,2,2,18,OPEN,2025-03-23 15:55:29
7153,75,39,1,OPEN,2025-03-23 15:55:29
7154,111,1,39,OPEN,2025-03-23 15:55:29
7155,26,19,1,OPEN,2025-03-23 15:55:29
7156,65,0,40,OPEN,2025-03-23 15:55:29
7157,15,0,16,OPEN,2025-03-23 15:55:29
7158,86,33,4,OPEN,2025-03-23 15:55:29
7159,35,21,9,OPEN,2025-03-23 15:55:29
7160,10,16,0,OPEN,2025-03-23 15:55:30
7161,100,21,4,OPEN,2025-03-23 15:55:30
7162,24,20,0,OPEN,2025-03-23 15:55:30
7163,64,12,28,OPEN,2025-03-23 15:55:30
7164,109,14,15,OPEN,2025-03-23 15:55:30
7165,85,27,8,OPEN,2025-03-23 15:55:30
7166,107,0,40,OPEN,2025-03-23 15:55:30
7167,33,14,9,OPEN,2025-03-23 15:55:30
7168,44,0,30,OPEN,2025-03-23 15:55:30
7169,89,2,38,OPEN,2025-03-23 15:55:31
7170,57,4,19,OPEN,2025-03-23 15:55:31
7171,80,26,14,OPEN,2025-03-23 15:55:31
7172,41,7,13,OPEN,2025-03-23 15:55:31
7173,3,19,1,OPEN,2025-03-23 15:55:31
7174,40,18,3,OPEN,2025-03-23 15:55:31
7175,29,28,1,OPEN,2025-03-23 15:55:31
7176,103,0,40,OPEN,2025-03-23 15:55:31
7177,28,13,17,OPEN,2025-03-23 15:55:31
7178,39,19,1,OPEN,2025-03-23 15:55:32
7179,83,30,10,OPEN,2025-03-23 15:55:32
7180,92,39,1,OPEN,2025-03-23 15:55:32
7181,21,17,13,OPEN,2025-03-23 15:55:32
7182,88,6,24,OPEN,2025-03-23 15:55:32
7183,42,24,6,OPEN,2025-03-23 16:00:32
7184,30,0,20,OPEN,2025-03-23 16:00:32
7185,54,0,33,OPEN,2025-03-23 16:00:32
7186,108,1,34,OPEN,2025-03-23 16:00:33
7187,20,2,28,OPEN,2025-03-23 16:00:33
7188,56,1,39,OPEN,2025-03-23 16:00:33
7189,6,15,5,OPEN,2025-03-23 16:00:33
7190,18,9,21,OPEN,2025-03-23 16:00:33
7191,32,17,13,OPEN,2025-03-23 16:00:33
7192,52,21,11,OPEN,2025-03-23 16:00:33
7193,48,0,40,OPEN,2025-03-23 16:00:33
7194,13,10,20,OPEN,2025-03-23 16:00:33
7195,43,7,23,OPEN,2025-03-23 16:00:34
7196,31,16,4,OPEN,2025-03-23 16:00:34
7197,98,40,0,OPEN,2025-03-23 16:00:34
7198,14,30,0,OPEN,2025-03-23 16:00:34
7199,1,28,3,OPEN,2025-03-23 16:00:34
7200,23,21,9,OPEN,2025-03-23 16:00:34
7201,106,0,40,OPEN,2025-03-23 16:00:34
7202,112,4,26,OPEN,2025-03-23 16:00:34
7203,68,1,39,OPEN,2025-03-23 16:00:34
7204,74,5,25,OPEN,2025-03-23 16:00:35
7205,87,28,10,OPEN,2025-03-23 16:00:35
7206,84,19,11,OPEN,2025-03-23 16:00:35
7207,90,2,38,OPEN,2025-03-23 16:00:35
7208,11,14,16,OPEN,2025-03-23 16:00:35
7209,17,11,9,OPEN,2025-03-23 16:00:35
7210,45,18,12,OPEN,2025-03-23 16:00:35
7211,114,3,37,OPEN,2025-03-23 16:00:35
7212,72,14,17,OPEN,2025-03-23 16:00:35
7213,63,26,9,OPEN,2025-03-23 16:00:36
7214,113,7,22,OPEN,2025-03-23 16:00:36
7215,91,27,3,OPEN,2025-03-23 16:00:36
7216,99,0,30,OPEN,2025-03-23 16:00:36
7217,9,21,3,OPEN,2025-03-23 16:00:36
7218,67,0,40,OPEN,2025-03-23 16:00:36
7219,116,0,30,OPEN,2025-03-23 16:00:36
7220,55,1,35,OPEN,2025-03-23 16:00:36
7221,62,2,38,OPEN,2025-03-23 16:00:36
7222,5,13,27,OPEN,2025-03-23 16:00:37
7223,97,27,13,OPEN,2025-03-23 16:00:37
7224,61,0,25,OPEN,2025-03-23 16:00:37
7225,77,28,1,OPEN,2025-03-23 16:00:37
7226,73,2,28,OPEN,2025-03-23 16:00:37
7227,4,17,3,OPEN,2025-03-23 16:00:37
7228,49,1,39,OPEN,2025-03-23 16:00:37
7229,19,12,18,OPEN,2025-03-23 16:00:37
7230,7,1,28,OPEN,2025-03-23 16:00:37
7231,60,0,30,OPEN,2025-03-23 16:00:38
7232,102,9,31,OPEN,2025-03-23 16:00:38
7233,38,28,11,OPEN,2025-03-23 16:00:38
7234,53,17,23,OPEN,2025-03-23 16:00:38
7235,58,16,24,OPEN,2025-03-23 16:00:38
7236,66,2,38,OPEN,2025-03-23 16:00:38
7237,104,0,40,OPEN,2025-03-23 16:00:38
7238,101,7,23,OPEN,2025-03-23 16:00:38
7239,115,10,20,OPEN,2025-03-23 16:00:38
7240,47,1,39,OPEN,2025-03-23 16:00:39
7241,117,8,32,OPEN,2025-03-23 16:00:39
7242,8,4,26,OPEN,2025-03-23 16:00:39
7243,27,18,2,OPEN,2025-03-23 16:00:39
7244,16,19,1,OPEN,2025-03-23 16:00:39
7245,96,10,20,OPEN,2025-03-23 16:00:39
7246,82,0,22,OPEN,2025-03-23 16:00:39
7247,76,3,35,OPEN,2025-03-23 16:00:39
7248,71,0,40,OPEN,2025-03-23 16:00:39
7249,79,0,27,OPEN,2025-03-23 16:00:40
7250,69,15,25,OPEN,2025-03-23 16:00:40
7251,25,8,22,OPEN,2025-03-23 16:00:40
7252,51,0,0,OPEN,2025-03-23 16:00:40
7253,37,20,10,OPEN,2025-03-23 16:00:40
7254,59,0,20,OPEN,2025-03-23 16:00:40
7255,95,14,26,OPEN,2025-03-23 16:00:40
7256,94,23,17,OPEN,2025-03-23 16:00:40
7257,105,1,35,OPEN,2025-03-23 16:00:40
7258,36,37,3,OPEN,2025-03-23 16:00:41
7259,93,35,5,OPEN,2025-03-23 16:00:41
7260,22,11,9,OPEN,2025-03-23 16:00:41
7261,50,2,38,OPEN,2025-03-23 16:00:41
7262,110,0,40,OPEN,2025-03-23 16:00:41
7263,12,2,18,OPEN,2025-03-23 16:00:41
7264,34,11,19,OPEN,2025-03-23 16:00:41
7265,78,1,39,OPEN,2025-03-23 16:00:41
7266,2,2,18,OPEN,2025-03-23 16:00:41
7267,75,39,1,OPEN,2025-03-23 16:00:42
7268,111,1,39,OPEN,2025-03-23 16:00:42
7269,26,19,1,OPEN,2025-03-23 16:00:42
7270,65,0,40,OPEN,2025-03-23 16:00:42
7271,15,0,16,OPEN,2025-03-23 16:00:42
7272,86,33,4,OPEN,2025-03-23 16:00:42
7273,35,21,9,OPEN,2025-03-23 16:00:42
7274,10,16,0,OPEN,2025-03-23 16:00:42
7275,100,21,4,OPEN,2025-03-23 16:00:42
7276,24,20,0,OPEN,2025-03-23 16:00:43
7277,64,12,28,OPEN,2025-03-23 16:00:43
7278,109,14,15,OPEN,2025-03-23 16:00:43
7279,85,27,8,OPEN,2025-03-23 16:00:43
7280,107,0,40,OPEN,2025-03-23 16:00:43
7281,33,13,10,OPEN,2025-03-23 16:00:43
7282,44,1,29,OPEN,2025-03-23 16:00:43
7283,89,2,38,OPEN,2025-03-23 16:00:43
7284,57,4,19,OPEN,2025-03-23 16:00:44
7285,80,26,14,OPEN,2025-03-23 16:00:44
7286,41,7,13,OPEN,2025-03-23 16:00:44
7287,3,19,1,OPEN,2025-03-23 16:00:44
7288,40,18,3,OPEN,2025-03-23 16:00:44
7289,29,29,0,OPEN,2025-03-23 16:00:44
7290,103,0,40,OPEN,2025-03-23 16:00:44
7291,28,13,17,OPEN,2025-03-23 16:00:44
7292,39,19,1,OPEN,2025-03-23 16:00:44
7293,83,30,10,OPEN,2025-03-23 16:00:45
7294,92,36,4,OPEN,2025-03-23 16:00:45
7295,21,16,14,OPEN,2025-03-23 16:00:45
7296,88,6,24,OPEN,2025-03-23 16:00:45
7297,42,24,6,OPEN,2025-03-23 16:05:45
7298,30,0,20,OPEN,2025-03-23 16:05:45
7299,54,0,33,OPEN,2025-03-23 16:05:45
7300,108,1,34,OPEN,2025-03-23 16:05:45
7301,20,2,28,OPEN,2025-03-23 16:05:46
7302,56,0,40,OPEN,2025-03-23 16:05:46
7303,6,16,4,OPEN,2025-03-23 16:05:46
7304,18,8,22,OPEN,2025-03-23 16:05:46
7305,32,16,14,OPEN,2025-03-23 16:05:46
7306,52,21,11,OPEN,2025-03-23 16:05:46
7307,48,0,40,OPEN,2025-03-23 16:05:46
7308,13,10,20,OPEN,2025-03-23 16:05:46
7309,43,7,23,OPEN,2025-03-23 16:05:46
7310,31,14,6,OPEN,2025-03-23 16:05:47
7311,98,40,0,OPEN,2025-03-23 16:05:47
7312,14,30,0,OPEN,2025-03-23 16:05:47
7313,1,28,3,OPEN,2025-03-23 16:05:47
7314,23,21,9,OPEN,2025-03-23 16:05:47
7315,106,0,40,OPEN,2025-03-23 16:05:47
7316,112,3,27,OPEN,2025-03-23 16:05:47
7317,68,2,38,OPEN,2025-03-23 16:05:47
7318,74,5,25,OPEN,2025-03-23 16:05:47
7319,87,28,10,OPEN,2025-03-23 16:05:48
7320,84,19,11,OPEN,2025-03-23 16:05:48
7321,90,3,37,OPEN,2025-03-23 16:05:48
7322,11,14,16,OPEN,2025-03-23 16:05:48
7323,17,11,9,OPEN,2025-03-23 16:05:48
7324,45,19,11,OPEN,2025-03-23 16:05:48
7325,114,3,37,OPEN,2025-03-23 16:05:48
7326,72,14,17,OPEN,2025-03-23 16:05:48
7327,63,26,9,OPEN,2025-03-23 16:05:48
7328,113,8,21,OPEN,2025-03-23 16:05:49
7329,91,26,4,OPEN,2025-03-23 16:05:49
7330,99,0,30,OPEN,2025-03-23 16:05:49
7331,9,23,1,OPEN,2025-03-23 16:05:49
7332,67,0,40,OPEN,2025-03-23 16:05:49
7333,116,0,30,OPEN,2025-03-23 16:05:49
7334,55,1,35,OPEN,2025-03-23 16:05:49
7335,62,0,40,OPEN,2025-03-23 16:05:49
7336,5,12,28,OPEN,2025-03-23 16:05:49
7337,97,26,14,OPEN,2025-03-23 16:05:50
7338,61,0,25,OPEN,2025-03-23 16:05:50
7339,77,27,2,OPEN,2025-03-23 16:05:50
7340,73,1,29,OPEN,2025-03-23 16:05:50
7341,4,18,2,OPEN,2025-03-23 16:05:50
7342,49,1,39,OPEN,2025-03-23 16:05:50
7343,19,12,18,OPEN,2025-03-23 16:05:50
7344,7,1,28,OPEN,2025-03-23 16:05:50
7345,60,0,30,OPEN,2025-03-23 16:05:50
7346,102,9,31,OPEN,2025-03-23 16:05:51
7347,38,28,11,OPEN,2025-03-23 16:05:51
7348,53,17,23,OPEN,2025-03-23 16:05:51
7349,58,16,24,OPEN,2025-03-23 16:05:51
7350,66,1,37,OPEN,2025-03-23 16:05:51
7351,104,0,40,OPEN,2025-03-23 16:05:51
7352,101,7,23,OPEN,2025-03-23 16:05:51
7353,115,10,20,OPEN,2025-03-23 16:05:51
7354,47,1,39,OPEN,2025-03-23 16:05:51
7355,117,8,32,OPEN,2025-03-23 16:05:52
7356,8,4,26,OPEN,2025-03-23 16:05:52
7357,27,18,2,OPEN,2025-03-23 16:05:52
7358,16,17,3,OPEN,2025-03-23 16:05:52
7359,96,10,20,OPEN,2025-03-23 16:05:52
7360,82,0,22,OPEN,2025-03-23 16:05:52
7361,76,3,35,OPEN,2025-03-23 16:05:52
7362,71,1,39,OPEN,2025-03-23 16:05:52
7363,79,0,27,OPEN,2025-03-23 16:05:52
7364,69,14,26,OPEN,2025-03-23 16:05:53
7365,25,8,22,OPEN,2025-03-23 16:05:53
7366,51,0,0,OPEN,2025-03-23 16:05:53
7367,37,20,10,OPEN,2025-03-23 16:05:53
7368,59,0,20,OPEN,2025-03-23 16:05:53
7369,95,14,26,OPEN,2025-03-23 16:05:53
7370,94,23,17,OPEN,2025-03-23 16:05:53
7371,105,1,35,OPEN,2025-03-23 16:05:53
7372,36,37,3,OPEN,2025-03-23 16:05:53
7373,93,35,5,OPEN,2025-03-23 16:05:54
