id,number,available_bikes,available_bike_stands,status,last_update
1,42,28,2,OPEN,2025-03-23 10:12:34
2,30,0,20,OPEN,2025-03-23 10:12:34
3,54,6,27,OPEN,2025-03-23 10:12:34
4,108,0,35,OPEN,2025-03-23 10:12:34
5,20,3,27,OPEN,2025-03-23 10:12:34
6,56,2,38,OPEN,2025-03-23 10:12:35
7,6,19,1,OPEN,2025-03-23 10:12:35
8,18,11,19,OPEN,2025-03-23 10:12:35
9,32,15,15,OPEN,2025-03-23 10:12:35
10,52,32,0,OPEN,2025-03-23 10:12:35
11,48,2,38,OPEN,2025-03-23 10:12:35
12,13,10,20,OPEN,2025-03-23 10:12:35
13,43,2,28,OPEN,2025-03-23 10:12:35
14,31,16,4,OPEN,2025-03-23 10:12:35
15,98,34,6,OPEN,2025-03-23 10:12:36
16,14,30,0,OPEN,2025-03-23 10:12:36
17,1,31,0,OPEN,2025-03-23 10:12:36
18,23,21,9,OPEN,2025-03-23 10:12:36
19,106,0,40,OPEN,2025-03-23 10:12:36
20,112,1,29,OPEN,2025-03-23 10:12:36
21,68,2,38,OPEN,2025-03-23 10:12:36
22,74,6,24,OPEN,2025-03-23 10:12:36
23,87,28,10,OPEN,2025-03-23 10:12:37
24,84,18,12,OPEN,2025-03-23 10:12:37
25,90,8,32,OPEN,2025-03-23 10:12:37
26,11,11,19,OPEN,2025-03-23 10:12:37
27,17,19,1,OPEN,2025-03-23 10:12:37
28,45,18,12,OPEN,2025-03-23 10:12:37
29,114,3,37,OPEN,2025-03-23 10:12:37
30,72,17,14,OPEN,2025-03-23 10:12:37
31,63,23,12,OPEN,2025-03-23 10:12:38
32,113,9,20,OPEN,2025-03-23 10:12:38
33,91,26,4,OPEN,2025-03-23 10:12:38
34,99,1,29,OPEN,2025-03-23 10:12:38
35,9,24,0,OPEN,2025-03-23 10:12:38
36,67,17,23,OPEN,2025-03-23 10:12:38
37,116,0,30,OPEN,2025-03-23 10:12:38
38,55,2,34,OPEN,2025-03-23 10:12:38
39,62,4,36,OPEN,2025-03-23 10:12:39
40,5,15,25,OPEN,2025-03-23 10:12:39
41,97,35,5,OPEN,2025-03-23 10:12:39
42,61,0,25,OPEN,2025-03-23 10:12:39
43,77,25,4,OPEN,2025-03-23 10:12:39
44,73,8,22,OPEN,2025-03-23 10:12:39
45,4,20,0,OPEN,2025-03-23 10:12:39
46,49,4,36,OPEN,2025-03-23 10:12:39
47,19,2,28,OPEN,2025-03-23 10:12:40
48,7,2,27,OPEN,2025-03-23 10:12:40
49,60,3,27,OPEN,2025-03-23 10:12:40
50,102,0,40,OPEN,2025-03-23 10:12:40
51,38,29,10,OPEN,2025-03-23 10:12:40
52,53,3,37,OPEN,2025-03-23 10:12:40
53,58,14,26,OPEN,2025-03-23 10:12:40
54,66,0,40,OPEN,2025-03-23 10:12:41
55,104,0,40,OPEN,2025-03-23 10:12:41
56,101,9,21,OPEN,2025-03-23 10:12:41
57,115,13,17,OPEN,2025-03-23 10:12:41
58,47,0,40,OPEN,2025-03-23 10:12:41
59,117,7,33,OPEN,2025-03-23 10:12:41
60,8,3,27,OPEN,2025-03-23 10:12:41
61,27,9,11,OPEN,2025-03-23 10:12:41
62,16,14,6,OPEN,2025-03-23 10:12:41
63,96,10,20,OPEN,2025-03-23 10:12:42
64,82,0,22,OPEN,2025-03-23 10:12:42
65,76,9,29,OPEN,2025-03-23 10:12:42
66,71,3,37,OPEN,2025-03-23 10:12:42
67,79,1,26,OPEN,2025-03-23 10:12:42
68,69,13,27,OPEN,2025-03-23 10:12:42
69,25,10,20,OPEN,2025-03-23 10:12:42
70,51,0,0,OPEN,2025-03-23 10:12:42
71,37,10,20,OPEN,2025-03-23 10:12:43
72,59,1,19,OPEN,2025-03-23 10:12:43
73,95,20,20,OPEN,2025-03-23 10:12:43
74,94,23,17,OPEN,2025-03-23 10:12:43
75,105,1,35,OPEN,2025-03-23 10:12:43
76,36,30,10,OPEN,2025-03-23 10:12:43
77,93,35,5,OPEN,2025-03-23 10:12:43
78,22,18,2,OPEN,2025-03-23 10:12:43
79,50,0,40,OPEN,2025-03-23 10:12:43
80,110,4,36,OPEN,2025-03-23 10:12:44
81,12,1,19,OPEN,2025-03-23 10:12:44
82,34,1,29,OPEN,2025-03-23 10:12:44
83,78,2,38,OPEN,2025-03-23 10:12:44
84,2,0,20,OPEN,2025-03-23 10:12:44
85,75,37,3,OPEN,2025-03-23 10:12:44
86,111,0,40,OPEN,2025-03-23 10:12:44
87,26,14,6,OPEN,2025-03-23 10:12:44
88,65,5,35,OPEN,2025-03-23 10:12:44
89,15,0,16,OPEN,2025-03-23 10:12:45
90,86,31,6,OPEN,2025-03-23 10:12:45
91,35,30,0,OPEN,2025-03-23 10:12:45
92,10,1,15,OPEN,2025-03-23 10:12:45
93,100,25,0,OPEN,2025-03-23 10:12:45
94,24,16,4,OPEN,2025-03-23 10:12:45
95,64,11,29,OPEN,2025-03-23 10:12:45
96,109,15,14,OPEN,2025-03-23 10:12:45
97,85,27,8,OPEN,2025-03-23 10:12:45
98,107,0,40,OPEN,2025-03-23 10:12:46
99,33,23,0,OPEN,2025-03-23 10:12:46
100,44,1,29,OPEN,2025-03-23 10:12:46
101,89,1,39,OPEN,2025-03-23 10:12:46
102,57,5,18,OPEN,2025-03-23 10:12:46
103,80,33,7,OPEN,2025-03-23 10:12:46
104,41,7,13,OPEN,2025-03-23 10:12:46
105,3,18,2,OPEN,2025-03-23 10:12:46
106,40,21,0,OPEN,2025-03-23 10:12:46
107,29,29,0,OPEN,2025-03-23 10:12:47
108,103,0,40,OPEN,2025-03-23 10:12:47
109,28,0,30,OPEN,2025-03-23 10:12:47
110,39,14,6,OPEN,2025-03-23 10:12:47
111,83,29,11,OPEN,2025-03-23 10:12:47
112,92,40,0,OPEN,2025-03-23 10:12:47
113,21,28,2,OPEN,2025-03-23 10:12:47
114,88,9,21,OPEN,2025-03-23 10:12:47
115,42,29,1,OPEN,2025-03-23 10:17:48
116,30,0,20,OPEN,2025-03-23 10:17:48
117,54,6,27,OPEN,2025-03-23 10:17:48
118,108,0,35,OPEN,2025-03-23 10:17:48
119,20,3,27,OPEN,2025-03-23 10:17:48
120,56,2,38,OPEN,2025-03-23 10:17:48
121,6,19,1,OPEN,2025-03-23 10:17:48
122,18,10,20,OPEN,2025-03-23 10:17:48
123,32,17,13,OPEN,2025-03-23 10:17:49
124,52,32,0,OPEN,2025-03-23 10:17:49
125,48,2,38,OPEN,2025-03-23 10:17:49
126,13,10,20,OPEN,2025-03-23 10:17:49
127,43,2,28,OPEN,2025-03-23 10:17:49
128,31,16,4,OPEN,2025-03-23 10:17:49
129,98,34,6,OPEN,2025-03-23 10:17:49
130,14,30,0,OPEN,2025-03-23 10:17:49
131,1,31,0,OPEN,2025-03-23 10:17:49
132,23,21,9,OPEN,2025-03-23 10:17:50
133,106,0,40,OPEN,2025-03-23 10:17:50
134,112,1,29,OPEN,2025-03-23 10:17:50
135,68,1,39,OPEN,2025-03-23 10:17:50
136,74,6,24,OPEN,2025-03-23 10:17:50
137,87,28,10,OPEN,2025-03-23 10:17:50
138,84,18,12,OPEN,2025-03-23 10:17:50
139,90,8,32,OPEN,2025-03-23 10:17:50
140,11,11,19,OPEN,2025-03-23 10:17:50
141,17,19,1,OPEN,2025-03-23 10:17:51
142,45,18,12,OPEN,2025-03-23 10:17:51
143,114,3,37,OPEN,2025-03-23 10:17:51
144,72,17,14,OPEN,2025-03-23 10:17:51
145,63,23,12,OPEN,2025-03-23 10:17:51
146,113,9,20,OPEN,2025-03-23 10:17:51
147,91,25,5,OPEN,2025-03-23 10:17:51
148,99,1,29,OPEN,2025-03-23 10:17:51
149,9,24,0,OPEN,2025-03-23 10:17:51
150,67,17,23,OPEN,2025-03-23 10:17:52
151,116,0,30,OPEN,2025-03-23 10:17:52
152,55,2,34,OPEN,2025-03-23 10:17:52
153,62,3,37,OPEN,2025-03-23 10:17:52
154,5,15,25,OPEN,2025-03-23 10:17:52
155,97,35,5,OPEN,2025-03-23 10:17:52
156,61,0,25,OPEN,2025-03-23 10:17:52
157,77,25,4,OPEN,2025-03-23 10:17:52
158,73,8,22,OPEN,2025-03-23 10:17:52
159,4,20,0,OPEN,2025-03-23 10:17:53
160,49,5,35,OPEN,2025-03-23 10:17:53
161,19,2,28,OPEN,2025-03-23 10:17:53
162,7,2,27,OPEN,2025-03-23 10:17:53
163,60,3,27,OPEN,2025-03-23 10:17:53
164,102,0,40,OPEN,2025-03-23 10:17:53
165,38,29,10,OPEN,2025-03-23 10:17:53
166,53,3,37,OPEN,2025-03-23 10:17:53
167,58,15,25,OPEN,2025-03-23 10:17:53
168,66,0,40,OPEN,2025-03-23 10:17:54
169,104,0,40,OPEN,2025-03-23 10:17:54
170,101,9,21,OPEN,2025-03-23 10:17:54
171,115,13,17,OPEN,2025-03-23 10:17:54
172,47,1,39,OPEN,2025-03-23 10:17:54
173,117,7,33,OPEN,2025-03-23 10:17:54
174,8,3,27,OPEN,2025-03-23 10:17:54
175,27,10,10,OPEN,2025-03-23 10:17:54
176,16,14,6,OPEN,2025-03-23 10:17:54
177,96,10,20,OPEN,2025-03-23 10:17:55
178,82,0,22,OPEN,2025-03-23 10:17:55
179,76,11,27,OPEN,2025-03-23 10:17:55
180,71,3,37,OPEN,2025-03-23 10:17:55
181,79,1,26,OPEN,2025-03-23 10:17:55
182,69,13,27,OPEN,2025-03-23 10:17:55
183,25,12,18,OPEN,2025-03-23 10:17:55
184,51,0,0,OPEN,2025-03-23 10:17:55
185,37,10,20,OPEN,2025-03-23 10:17:55
186,59,1,19,OPEN,2025-03-23 10:17:56
187,95,18,22,OPEN,2025-03-23 10:17:56
188,94,23,17,OPEN,2025-03-23 10:17:56
189,105,1,35,OPEN,2025-03-23 10:17:56
190,36,30,10,OPEN,2025-03-23 10:17:56
191,93,35,5,OPEN,2025-03-23 10:17:56
192,22,19,1,OPEN,2025-03-23 10:17:56
193,50,0,40,OPEN,2025-03-23 10:17:56
194,110,4,36,OPEN,2025-03-23 10:17:56
195,12,1,19,OPEN,2025-03-23 10:17:57
196,34,1,29,OPEN,2025-03-23 10:17:57
197,78,2,38,OPEN,2025-03-23 10:17:57
198,2,1,19,OPEN,2025-03-23 10:17:57
199,75,37,3,OPEN,2025-03-23 10:17:57
200,111,0,40,OPEN,2025-03-23 10:17:57
201,26,14,6,OPEN,2025-03-23 10:17:57
202,65,5,35,OPEN,2025-03-23 10:17:57
203,15,0,16,OPEN,2025-03-23 10:17:57
204,86,31,6,OPEN,2025-03-23 10:17:57
205,35,30,0,OPEN,2025-03-23 10:17:58
206,10,4,12,OPEN,2025-03-23 10:17:58
207,100,25,0,OPEN,2025-03-23 10:17:58
208,24,17,3,OPEN,2025-03-23 10:17:58
209,64,11,29,OPEN,2025-03-23 10:17:58
210,109,15,14,OPEN,2025-03-23 10:17:58
211,85,27,8,OPEN,2025-03-23 10:17:58
212,107,0,40,OPEN,2025-03-23 10:17:58
213,33,23,0,OPEN,2025-03-23 10:17:58
214,44,1,29,OPEN,2025-03-23 10:17:59
215,89,1,39,OPEN,2025-03-23 10:17:59
216,57,5,18,OPEN,2025-03-23 10:17:59
217,80,33,7,OPEN,2025-03-23 10:17:59
218,41,7,13,OPEN,2025-03-23 10:17:59
219,3,18,2,OPEN,2025-03-23 10:17:59
220,40,21,0,OPEN,2025-03-23 10:17:59
221,29,29,0,OPEN,2025-03-23 10:17:59
222,103,0,40,OPEN,2025-03-23 10:17:59
223,28,0,30,OPEN,2025-03-23 10:18:00
224,39,14,6,OPEN,2025-03-23 10:18:00
225,83,29,11,OPEN,2025-03-23 10:18:00
226,92,40,0,OPEN,2025-03-23 10:18:00
227,21,28,2,OPEN,2025-03-23 10:18:00
228,88,9,21,OPEN,2025-03-23 10:18:00
229,42,28,2,OPEN,2025-03-23 10:23:00
230,30,0,20,OPEN,2025-03-23 10:23:01
231,54,6,27,OPEN,2025-03-23 10:23:01
232,108,0,35,OPEN,2025-03-23 10:23:01
233,20,3,27,OPEN,2025-03-23 10:23:01
234,56,2,38,OPEN,2025-03-23 10:23:01
235,6,19,1,OPEN,2025-03-23 10:23:01
236,18,10,20,OPEN,2025-03-23 10:23:01
237,32,17,13,OPEN,2025-03-23 10:23:01
238,52,32,0,OPEN,2025-03-23 10:23:01
239,48,2,38,OPEN,2025-03-23 10:23:02
240,13,10,20,OPEN,2025-03-23 10:23:02
241,43,2,28,OPEN,2025-03-23 10:23:02
242,31,16,4,OPEN,2025-03-23 10:23:02
243,98,34,6,OPEN,2025-03-23 10:23:02
244,14,14,15,OPEN,2025-03-23 10:23:02
245,1,31,0,OPEN,2025-03-23 10:23:02
246,23,21,9,OPEN,2025-03-23 10:23:02
247,106,0,40,OPEN,2025-03-23 10:23:02
248,112,0,30,OPEN,2025-03-23 10:23:02
249,68,0,40,OPEN,2025-03-23 10:23:03
250,74,6,24,OPEN,2025-03-23 10:23:03
251,87,28,10,OPEN,2025-03-23 10:23:03
252,84,18,12,OPEN,2025-03-23 10:23:03
253,90,8,32,OPEN,2025-03-23 10:23:03
254,11,11,19,OPEN,2025-03-23 10:23:03
255,17,19,1,OPEN,2025-03-23 10:23:03
256,45,18,12,OPEN,2025-03-23 10:23:03
257,114,3,37,OPEN,2025-03-23 10:23:04
258,72,17,14,OPEN,2025-03-23 10:23:04
259,63,23,12,OPEN,2025-03-23 10:23:04
260,113,9,20,OPEN,2025-03-23 10:23:04
261,91,25,5,OPEN,2025-03-23 10:23:04
262,99,1,29,OPEN,2025-03-23 10:23:04
263,9,24,0,OPEN,2025-03-23 10:23:04
264,67,17,23,OPEN,2025-03-23 10:23:05
265,116,0,30,OPEN,2025-03-23 10:23:05
266,55,2,34,OPEN,2025-03-23 10:23:05
267,62,3,37,OPEN,2025-03-23 10:23:05
268,5,14,26,OPEN,2025-03-23 10:23:05
269,97,35,5,OPEN,2025-03-23 10:23:05
270,61,0,25,OPEN,2025-03-23 10:23:05
271,77,25,4,OPEN,2025-03-23 10:23:05
272,73,8,22,OPEN,2025-03-23 10:23:05
273,4,20,0,OPEN,2025-03-23 10:23:06
274,49,5,35,OPEN,2025-03-23 10:23:06
275,19,2,28,OPEN,2025-03-23 10:23:06
276,7,2,27,OPEN,2025-03-23 10:23:06
277,60,3,27,OPEN,2025-03-23 10:23:06
278,102,0,40,OPEN,2025-03-23 10:23:06
279,38,29,10,OPEN,2025-03-23 10:23:06
280,53,3,37,OPEN,2025-03-23 10:23:06
281,58,15,25,OPEN,2025-03-23 10:23:06
282,66,0,40,OPEN,2025-03-23 10:23:07
283,104,0,40,OPEN,2025-03-23 10:23:07
284,101,9,21,OPEN,2025-03-23 10:23:07
285,115,13,17,OPEN,2025-03-23 10:23:07
286,47,0,40,OPEN,2025-03-23 10:23:07
287,117,7,33,OPEN,2025-03-23 10:23:07
288,8,3,27,OPEN,2025-03-23 10:23:07
289,27,11,9,OPEN,2025-03-23 10:23:07
290,16,15,5,OPEN,2025-03-23 10:23:07
291,96,10,20,OPEN,2025-03-23 10:23:08
292,82,0,22,OPEN,2025-03-23 10:23:08
293,76,11,27,OPEN,2025-03-23 10:23:08
294,71,2,38,OPEN,2025-03-23 10:23:08
295,79,1,26,OPEN,2025-03-23 10:23:08
296,69,13,27,OPEN,2025-03-23 10:23:08
297,25,12,18,OPEN,2025-03-23 10:23:08
298,51,0,0,OPEN,2025-03-23 10:23:08
299,37,11,19,OPEN,2025-03-23 10:23:09
300,59,1,19,OPEN,2025-03-23 10:23:09
301,95,18,22,OPEN,2025-03-23 10:23:09
302,94,23,17,OPEN,2025-03-23 10:23:09
303,105,1,35,OPEN,2025-03-23 10:23:09
304,36,30,10,OPEN,2025-03-23 10:23:09
305,93,35,5,OPEN,2025-03-23 10:23:09
306,22,18,2,OPEN,2025-03-23 10:23:09
307,50,0,40,OPEN,2025-03-23 10:23:10
308,110,4,36,OPEN,2025-03-23 10:23:10
309,12,1,19,OPEN,2025-03-23 10:23:10
310,34,1,29,OPEN,2025-03-23 10:23:10
311,78,2,38,OPEN,2025-03-23 10:23:10
312,2,1,19,OPEN,2025-03-23 10:23:10
313,75,37,3,OPEN,2025-03-23 10:23:10
314,111,0,40,OPEN,2025-03-23 10:23:10
315,26,14,6,OPEN,2025-03-23 10:23:10
316,65,4,36,OPEN,2025-03-23 10:23:11
317,15,0,16,OPEN,2025-03-23 10:23:11
318,86,30,7,OPEN,2025-03-23 10:23:11
319,35,30,0,OPEN,2025-03-23 10:23:11
320,10,4,12,OPEN,2025-03-23 10:23:11
321,100,25,0,OPEN,2025-03-23 10:23:11
322,24,14,6,OPEN,2025-03-23 10:23:11
323,64,11,29,OPEN,2025-03-23 10:23:11
324,109,15,14,OPEN,2025-03-23 10:23:11
325,85,26,9,OPEN,2025-03-23 10:23:11
326,107,0,40,OPEN,2025-03-23 10:23:12
327,33,23,0,OPEN,2025-03-23 10:23:12
328,44,1,29,OPEN,2025-03-23 10:23:12
329,89,1,39,OPEN,2025-03-23 10:23:12
330,57,5,18,OPEN,2025-03-23 10:23:12
331,80,33,7,OPEN,2025-03-23 10:23:12
332,41,7,13,OPEN,2025-03-23 10:23:12
333,3,18,2,OPEN,2025-03-23 10:23:12
334,40,21,0,OPEN,2025-03-23 10:23:12
335,29,29,0,OPEN,2025-03-23 10:23:13
336,103,0,40,OPEN,2025-03-23 10:23:13
337,28,0,30,OPEN,2025-03-23 10:23:13
338,39,14,6,OPEN,2025-03-23 10:23:13
339,83,29,11,OPEN,2025-03-23 10:23:13
340,92,40,0,OPEN,2025-03-23 10:23:13
341,21,28,2,OPEN,2025-03-23 10:23:13
342,88,9,21,OPEN,2025-03-23 10:23:13
343,42,28,2,OPEN,2025-03-23 10:49:32
344,30,0,20,OPEN,2025-03-23 10:49:32
345,54,6,27,OPEN,2025-03-23 10:49:33
346,108,0,35,OPEN,2025-03-23 10:49:33
347,20,3,27,OPEN,2025-03-23 10:49:33
348,56,2,38,OPEN,2025-03-23 10:49:33
349,6,19,1,OPEN,2025-03-23 10:49:33
350,18,11,19,OPEN,2025-03-23 10:49:33
351,32,16,14,OPEN,2025-03-23 10:49:33
352,52,32,0,OPEN,2025-03-23 10:49:33
353,48,2,38,OPEN,2025-03-23 10:49:33
354,13,9,21,OPEN,2025-03-23 10:49:34
355,43,19,11,OPEN,2025-03-23 10:49:34
356,31,13,7,OPEN,2025-03-23 10:49:34
357,98,36,4,OPEN,2025-03-23 10:49:34
358,14,15,15,OPEN,2025-03-23 10:49:34
359,1,31,0,OPEN,2025-03-23 10:49:34
360,23,23,7,OPEN,2025-03-23 10:49:34
361,106,0,40,OPEN,2025-03-23 10:49:34
362,112,0,30,OPEN,2025-03-23 10:49:34
363,68,2,38,OPEN,2025-03-23 10:49:35
364,74,5,25,OPEN,2025-03-23 10:49:35
365,87,27,11,OPEN,2025-03-23 10:49:35
366,84,16,14,OPEN,2025-03-23 10:49:35
367,90,6,34,OPEN,2025-03-23 10:49:35
368,11,12,18,OPEN,2025-03-23 10:49:35
369,17,20,0,OPEN,2025-03-23 10:49:35
370,45,17,13,OPEN,2025-03-23 10:49:35
371,114,4,36,OPEN,2025-03-23 10:49:35
372,72,17,14,OPEN,2025-03-23 10:49:36
373,63,22,13,OPEN,2025-03-23 10:49:36
374,113,8,21,OPEN,2025-03-23 10:49:36
375,91,27,3,OPEN,2025-03-23 10:49:36
376,99,3,27,OPEN,2025-03-23 10:49:36
377,9,24,0,OPEN,2025-03-23 10:49:36
378,67,17,23,OPEN,2025-03-23 10:49:36
379,116,0,30,OPEN,2025-03-23 10:49:36
380,55,2,34,OPEN,2025-03-23 10:49:37
381,62,3,37,OPEN,2025-03-23 10:49:37
382,5,14,26,OPEN,2025-03-23 10:49:37
383,97,35,5,OPEN,2025-03-23 10:49:37
384,61,0,25,OPEN,2025-03-23 10:49:37
385,77,24,5,OPEN,2025-03-23 10:49:37
386,73,7,23,OPEN,2025-03-23 10:49:37
387,4,19,1,OPEN,2025-03-23 10:49:38
388,49,4,36,OPEN,2025-03-23 10:49:38
389,19,2,28,OPEN,2025-03-23 10:49:38
390,7,1,28,OPEN,2025-03-23 10:49:38
391,60,0,30,OPEN,2025-03-23 10:49:38
392,102,0,40,OPEN,2025-03-23 10:49:38
393,38,30,9,OPEN,2025-03-23 10:49:38
394,53,3,37,OPEN,2025-03-23 10:49:38
395,58,12,28,OPEN,2025-03-23 10:49:38
396,66,0,40,OPEN,2025-03-23 10:49:39
397,104,0,40,OPEN,2025-03-23 10:49:39
398,101,9,21,OPEN,2025-03-23 10:49:39
399,115,10,20,OPEN,2025-03-23 10:49:39
400,47,0,40,OPEN,2025-03-23 10:49:39
401,117,7,33,OPEN,2025-03-23 10:49:39
402,8,1,29,OPEN,2025-03-23 10:49:39
403,27,12,8,OPEN,2025-03-23 10:49:39
404,16,16,4,OPEN,2025-03-23 10:49:39
405,96,10,20,OPEN,2025-03-23 10:49:39
406,82,0,22,OPEN,2025-03-23 10:49:40
407,76,11,27,OPEN,2025-03-23 10:49:40
408,71,0,40,OPEN,2025-03-23 10:49:40
409,79,1,26,OPEN,2025-03-23 10:49:40
410,69,9,31,OPEN,2025-03-23 10:49:40
411,25,11,19,OPEN,2025-03-23 10:49:40
412,51,0,0,OPEN,2025-03-23 10:49:40
413,37,12,18,OPEN,2025-03-23 10:49:40
414,59,1,19,OPEN,2025-03-23 10:49:40
415,95,18,22,OPEN,2025-03-23 10:49:41
416,94,23,17,OPEN,2025-03-23 10:49:41
417,105,1,35,OPEN,2025-03-23 10:49:41
418,36,30,10,OPEN,2025-03-23 10:49:41
419,93,35,5,OPEN,2025-03-23 10:49:41
420,22,18,2,OPEN,2025-03-23 10:49:41
421,50,1,39,OPEN,2025-03-23 10:49:41
422,110,3,37,OPEN,2025-03-23 10:49:41
423,12,1,19,OPEN,2025-03-23 10:49:41
424,34,3,27,OPEN,2025-03-23 10:49:42
425,78,2,38,OPEN,2025-03-23 10:49:42
426,2,2,18,OPEN,2025-03-23 10:49:42
427,75,39,1,OPEN,2025-03-23 10:49:42
428,111,0,40,OPEN,2025-03-23 10:49:42
429,26,13,7,OPEN,2025-03-23 10:49:42
430,65,4,36,OPEN,2025-03-23 10:49:42
431,15,0,16,OPEN,2025-03-23 10:49:42
432,86,29,8,OPEN,2025-03-23 10:49:42
433,35,30,0,OPEN,2025-03-23 10:49:42
434,10,5,11,OPEN,2025-03-23 10:49:43
435,100,25,0,OPEN,2025-03-23 10:49:43
436,24,15,5,OPEN,2025-03-23 10:49:43
437,64,11,29,OPEN,2025-03-23 10:49:43
438,109,15,14,OPEN,2025-03-23 10:49:43
439,85,26,9,OPEN,2025-03-23 10:49:43
440,107,0,40,OPEN,2025-03-23 10:49:43
441,33,23,0,OPEN,2025-03-23 10:49:43
442,44,0,30,OPEN,2025-03-23 10:49:43
443,89,1,39,OPEN,2025-03-23 10:49:44
444,57,3,20,OPEN,2025-03-23 10:49:44
445,80,33,7,OPEN,2025-03-23 10:49:44
446,41,6,14,OPEN,2025-03-23 10:49:44
447,3,17,3,OPEN,2025-03-23 10:49:44
448,40,21,0,OPEN,2025-03-23 10:49:44
449,29,28,1,OPEN,2025-03-23 10:49:44
450,103,0,40,OPEN,2025-03-23 10:49:44
451,28,0,30,OPEN,2025-03-23 10:49:44
452,39,15,5,OPEN,2025-03-23 10:49:44
453,83,30,10,OPEN,2025-03-23 10:49:45
454,92,40,0,OPEN,2025-03-23 10:49:45
455,21,26,4,OPEN,2025-03-23 10:49:45
456,88,8,22,OPEN,2025-03-23 10:49:45
457,42,27,3,OPEN,2025-03-23 10:54:45
458,30,0,20,OPEN,2025-03-23 10:54:45
459,54,6,27,OPEN,2025-03-23 10:54:45
460,108,0,35,OPEN,2025-03-23 10:54:46
461,20,3,27,OPEN,2025-03-23 10:54:46
462,56,2,38,OPEN,2025-03-23 10:54:46
463,6,18,2,OPEN,2025-03-23 10:54:46
464,18,11,19,OPEN,2025-03-23 10:54:46
465,32,17,13,OPEN,2025-03-23 10:54:46
466,52,32,0,OPEN,2025-03-23 10:54:46
467,48,3,37,OPEN,2025-03-23 10:54:46
468,13,9,21,OPEN,2025-03-23 10:54:46
469,43,19,11,OPEN,2025-03-23 10:54:47
470,31,13,7,OPEN,2025-03-23 10:54:47
471,98,36,4,OPEN,2025-03-23 10:54:47
472,14,17,13,OPEN,2025-03-23 10:54:47
473,1,31,0,OPEN,2025-03-23 10:54:47
474,23,23,7,OPEN,2025-03-23 10:54:47
475,106,0,40,OPEN,2025-03-23 10:54:47
476,112,0,30,OPEN,2025-03-23 10:54:47
477,68,3,37,OPEN,2025-03-23 10:54:47
478,74,6,24,OPEN,2025-03-23 10:54:48
479,87,27,11,OPEN,2025-03-23 10:54:48
480,84,16,14,OPEN,2025-03-23 10:54:48
481,90,6,34,OPEN,2025-03-23 10:54:48
482,11,12,18,OPEN,2025-03-23 10:54:48
483,17,20,0,OPEN,2025-03-23 10:54:48
484,45,16,14,OPEN,2025-03-23 10:54:48
485,114,4,36,OPEN,2025-03-23 10:54:48
486,72,18,13,OPEN,2025-03-23 10:54:48
487,63,22,13,OPEN,2025-03-23 10:54:49
488,113,8,21,OPEN,2025-03-23 10:54:49
489,91,27,3,OPEN,2025-03-23 10:54:49
490,99,0,30,OPEN,2025-03-23 10:54:49
491,9,12,12,OPEN,2025-03-23 10:54:49
492,67,20,20,OPEN,2025-03-23 10:54:49
493,116,0,30,OPEN,2025-03-23 10:54:49
494,55,2,34,OPEN,2025-03-23 10:54:49
495,62,3,37,OPEN,2025-03-23 10:54:49
496,5,14,26,OPEN,2025-03-23 10:54:50
497,97,35,5,OPEN,2025-03-23 10:54:50
498,61,0,25,OPEN,2025-03-23 10:54:50
499,77,27,2,OPEN,2025-03-23 10:54:50
500,73,6,24,OPEN,2025-03-23 10:54:50
501,4,19,1,OPEN,2025-03-23 10:54:50
502,49,3,37,OPEN,2025-03-23 10:54:50
503,19,3,27,OPEN,2025-03-23 10:54:50
504,7,1,28,OPEN,2025-03-23 10:54:50
505,60,0,30,OPEN,2025-03-23 10:54:50
506,102,0,40,OPEN,2025-03-23 10:54:51
507,38,30,9,OPEN,2025-03-23 10:54:51
508,53,3,37,OPEN,2025-03-23 10:54:51
509,58,12,28,OPEN,2025-03-23 10:54:51
510,66,0,40,OPEN,2025-03-23 10:54:51
511,104,0,40,OPEN,2025-03-23 10:54:51
512,101,9,21,OPEN,2025-03-23 10:54:51
513,115,10,20,OPEN,2025-03-23 10:54:51
514,47,0,40,OPEN,2025-03-23 10:54:51
515,117,7,33,OPEN,2025-03-23 10:54:52
516,8,7,23,OPEN,2025-03-23 10:54:52
517,27,12,8,OPEN,2025-03-23 10:54:52
518,16,16,4,OPEN,2025-03-23 10:54:52
519,96,10,20,OPEN,2025-03-23 10:54:52
520,82,0,22,OPEN,2025-03-23 10:54:52
521,76,11,27,OPEN,2025-03-23 10:54:52
522,71,0,40,OPEN,2025-03-23 10:54:52
523,79,1,26,OPEN,2025-03-23 10:54:52
524,69,9,31,OPEN,2025-03-23 10:54:53
525,25,11,19,OPEN,2025-03-23 10:54:53
526,51,0,0,OPEN,2025-03-23 10:54:53
527,37,12,18,OPEN,2025-03-23 10:54:53
528,59,0,20,OPEN,2025-03-23 10:54:53
529,95,18,22,OPEN,2025-03-23 10:54:53
530,94,23,17,OPEN,2025-03-23 10:54:53
531,105,1,35,OPEN,2025-03-23 10:54:53
532,36,31,9,OPEN,2025-03-23 10:54:53
533,93,35,5,OPEN,2025-03-23 10:54:54
534,22,18,2,OPEN,2025-03-23 10:54:54
535,50,0,40,OPEN,2025-03-23 10:54:54
536,110,3,37,OPEN,2025-03-23 10:54:54
537,12,1,19,OPEN,2025-03-23 10:54:54
